# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
nan;nan
nan;nan
23.27;4303.55
23.25;4303.55
23.26;4328.71
23.26;4341.30
23.26;4348.85
23.26;4341.30
23.26;4346.69
23.26;4341.30
23.26;4337.10
23.26;4333.75
23.26;4337.86
23.26;4341.30
23.26;4344.20
23.26;4346.69
23.26;4348.85
23.26;4346.01
23.26;4347.96
23.26;4349.68
23.26;4351.23
23.26;4348.85
23.26;4350.28
23.26;4348.16
23.26;4346.22
23.26;4344.44
23.26;4342.81
23.26;4341.30
23.26;4342.69
23.26;4343.99
23.26;4345.20
23.26;4346.33
23.26;4347.38
23.26;4346.01
23.26;4344.73
23.26;4345.74
23.26;4344.53
23.26;4345.49
23.26;4346.40
23.26;4345.27
23.26;4344.20
23.26;4343.18
23.26;4344.06
23.26;4344.89
23.26;4345.69
23.26;4344.73
23.26;4345.49
23.26;4346.22
23.26;4345.31
23.26;4346.01
23.26;4345.15
23.26;4345.83
23.26;4345.00
23.26;4344.20
23.26;4344.86
23.26;4345.49
23.26;4344.73
23.26;4345.34
23.26;4345.93
23.26;4346.50
23.26;4347.05
23.26;4346.33
23.26;4345.63
23.26;4344.95
23.26;4344.29
23.26;4343.66
23.26;4344.20
23.26;4343.58
23.26;4344.11
23.26;4343.52
23.26;4342.94
23.26;4343.45
23.26;4342.89
23.26;4342.34
23.26;4341.81
23.26;4341.30
23.26;4341.80
23.26;4341.30
23.26;4341.79
23.26;4342.26
23.26;4341.77
23.26;4341.30
23.26;4341.76
23.26;4342.22
23.26;4342.66
23.26;4342.19
23.26;4341.74
23.26;4342.17
23.26;4341.73
23.26;4342.15
23.26;4342.57
23.26;4342.13
23.26;4342.54
23.26;4342.94
23.26;4343.33
23.26;4342.90
23.26;4342.49
23.26;4342.08
23.26;4342.46
23.26;4342.84
