# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
nan;nan
20.36;4228.04
20.36;4265.80
20.37;4253.21
20.38;4246.92
20.40;4243.14
20.41;4240.63
20.43;4238.83
20.45;4237.48
20.47;4236.43
20.49;4235.59
20.51;4234.91
20.52;4240.63
20.55;4245.47
20.56;4249.62
20.58;4248.18
20.60;4246.92
20.62;4250.25
20.64;4249.02
20.66;4247.91
20.68;4250.70
20.70;4249.62
20.72;4248.64
20.74;4251.02
20.76;4253.21
20.78;4252.21
20.80;4254.18
20.82;4253.21
20.84;4252.31
20.86;4251.48
20.87;4253.21
20.89;4252.40
20.91;4251.64
20.93;4253.21
20.95;4254.69
20.97;4256.09
20.98;4255.31
21.00;4256.61
21.02;4257.85
21.04;4257.08
21.05;4258.25
21.07;4259.35
21.09;4258.60
21.10;4259.65
21.12;4260.65
21.14;4259.92
21.15;4259.23
21.17;4260.17
21.18;4259.50
21.20;4258.86
21.21;4259.76
21.23;4260.61
21.24;4261.44
21.26;4260.81
21.27;4260.20
21.29;4260.99
21.30;4260.40
21.32;4261.16
21.33;4261.89
21.34;4262.60
21.36;4263.28
21.37;4262.70
21.38;4263.36
21.40;4264.00
21.41;4263.44
21.42;4264.05
21.44;4263.51
21.45;4264.10
21.46;4263.57
21.48;4263.06
21.49;4263.64
21.50;4263.14
21.51;4263.70
21.52;4263.21
21.54;4263.75
21.55;4263.28
21.56;4262.81
21.57;4263.34
21.58;4262.89
21.59;4262.45
21.60;4262.02
21.62;4261.60
21.63;4261.19
21.64;4261.70
21.65;4261.30
21.66;4261.80
21.67;4261.41
21.68;4261.89
21.69;4262.36
21.70;4262.83
21.71;4263.28
21.72;4263.72
21.73;4264.15
21.74;4264.58
21.75;4264.99
21.76;4264.60
21.77;4265.01
21.78;4265.41
21.79;4265.02
21.79;4265.41
