# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
20.76;86994.65
13.88;85819.04
16.21;85427.18
17.38;85231.24
18.09;85113.68
18.56;85035.31
18.91;84979.33
19.17;84937.34
19.37;84904.69
19.54;85113.68
19.68;85284.68
19.80;85427.18
18.81;85366.89
18.96;85315.21
19.09;85270.43
19.20;85231.24
19.30;85196.67
19.40;85165.93
19.48;85138.43
19.56;85113.68
19.63;85203.25
19.69;85284.68
19.75;85359.03
19.81;85329.21
19.87;85301.78
19.92;85366.89
19.97;85340.10
20.01;85315.21
20.05;85373.13
20.09;85427.18
20.13;85477.74
20.17;85525.14
20.21;85569.67
20.24;85611.59
20.28;85583.92
20.31;85623.11
20.34;85660.18
20.37;85695.30
20.40;85668.33
20.43;85701.48
20.46;85790.37
20.48;85819.04
20.51;85846.38
20.54;85872.48
20.56;85897.42
20.59;85921.27
20.61;85944.11
20.64;85965.99
20.66;86034.97
20.68;86054.17
20.70;86072.61
20.73;86090.34
20.75;86151.76
20.77;86167.37
20.79;86182.41
20.81;86196.92
20.83;86210.91
20.85;86224.43
20.87;86237.48
20.89;86289.29
20.91;86300.85
20.93;86312.04
20.94;86360.20
20.96;86370.11
20.98;86415.89
21.00;86424.66
21.01;86433.17
21.03;86441.42
21.05;86449.44
21.06;86457.23
21.08;86464.80
21.10;86504.81
21.11;86543.73
21.13;86581.60
21.14;86587.11
21.16;86592.47
21.17;86597.69
21.19;86632.92
21.20;86637.50
21.22;86641.97
21.23;86646.32
21.24;86679.24
21.26;86683.04
21.27;86714.74
21.28;86745.70
21.30;86748.59
21.31;86778.44
21.32;86807.62
21.34;86836.14
21.35;86864.03
21.36;86891.30
21.37;86917.98
21.39;86944.08
21.40;86969.64
21.41;86994.65
21.42;86994.65
21.43;86994.65
21.44;87018.64
21.46;87018.40
21.47;87041.67
