# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
nan;nan
21.51;7021.57
21.52;7021.57
21.52;6996.41
21.52;7002.70
21.53;7006.47
21.53;7008.99
21.53;7010.79
21.54;7002.70
21.54;7004.80
21.55;7006.47
21.55;7007.85
21.55;7008.99
21.55;7009.96
21.56;7010.79
21.56;7016.54
21.56;7016.86
21.56;7021.57
21.56;7021.57
21.57;7025.55
21.57;7029.12
21.57;7028.76
21.57;7028.44
21.58;7028.14
21.58;7027.87
21.58;7027.61
21.58;7027.38
21.59;7027.17
21.59;7026.97
21.59;7026.78
21.59;7029.12
21.60;7028.88
21.60;7028.65
21.60;7030.73
21.60;7032.68
21.61;7034.52
21.61;7034.16
21.61;7033.82
21.62;7033.50
21.62;7033.19
21.62;7034.79
21.62;7034.46
21.63;7034.16
21.63;7035.62
21.63;7035.30
21.63;7036.67
21.64;7037.99
21.64;7039.24
21.64;7040.45
21.64;7040.06
21.64;7041.20
21.65;7042.30
21.65;7041.90
21.65;7042.94
21.66;7042.55
21.66;7043.54
21.66;7044.49
21.66;7045.42
21.66;7046.31
21.67;7047.17
21.67;7048.00
21.67;7048.80
21.67;7049.58
21.68;7050.34
21.68;7051.07
21.68;7051.77
21.68;7052.46
21.69;7053.13
21.69;7053.77
21.69;7054.40
21.69;7055.01
21.70;7055.60
21.70;7057.23
21.70;7057.77
21.70;7057.28
21.70;7058.82
21.71;7059.32
21.71;7059.82
21.71;7061.26
21.71;7061.71
21.72;7062.16
21.72;7062.59
21.72;7063.93
21.72;7064.33
21.72;7065.62
21.73;7066.87
21.73;7067.23
21.73;7068.44
21.73;7068.76
21.73;7069.08
21.74;7070.23
21.74;7070.53
21.74;7071.63
21.74;7072.72
21.74;7072.98
21.75;7074.03
21.75;7074.27
21.75;7074.50
21.75;7074.73
21.76;7074.96
