# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
22.93;77589.82
22.91;77589.82
22.92;77589.82
22.92;77589.82
22.92;77589.82
22.92;77589.82
22.92;77925.71
22.93;77883.72
22.93;77851.07
22.93;78060.06
22.93;78017.31
22.93;77981.69
22.93;77951.55
22.93;77925.71
22.93;78060.06
22.93;78177.62
22.93;78281.35
22.93;78242.93
22.93;78332.31
22.93;78412.74
22.93;78485.52
22.93;78551.68
22.93;78612.08
22.93;78569.49
22.93;78624.35
22.93;78584.56
22.93;78547.72
22.93;78597.48
22.93;78643.81
22.93;78608.68
22.93;78575.81
22.93;78618.47
22.93;78658.55
22.93;78696.27
22.93;78731.84
22.93;78765.42
22.93;78797.20
22.93;78827.30
22.93;78795.57
22.93;78824.20
22.93;78851.44
22.93;78877.39
22.93;78847.44
22.93;78872.30
22.93;78843.80
22.93;78867.65
22.93;78840.46
22.93;78863.39
22.93;78885.38
22.93;78859.47
22.93;78834.58
22.93;78810.64
22.93;78787.61
22.93;78808.97
22.93;78829.55
22.93;78849.40
22.93;78868.55
22.93;78846.50
22.93;78865.05
22.93;78882.98
22.93;78900.33
22.93;78917.12
22.93;78933.37
22.93;78949.11
22.93;78964.37
22.93;78943.55
22.93;78958.43
22.93;78938.31
22.93;78918.76
22.93;78933.37
22.93;78914.44
22.93;78896.05
22.93;78878.15
22.93;78892.52
22.93;78875.15
22.93;78858.24
22.93;78872.30
22.93;78886.00
22.93;78869.59
22.93;78882.98
22.93;78867.02
22.93;78880.12
22.93;78892.90
22.93;78905.38
22.93;78917.56
22.93;78902.12
22.93;78887.04
22.93;78899.02
22.93;78910.72
22.93;78922.17
22.93;78907.53
22.93;78893.21
22.93;78879.19
22.93;78890.49
22.93;78901.55
22.93;78912.37
22.93;78922.98
22.93;78933.37
22.93;78919.80
22.93;78930.01
