# Température(°C);Conductivité(uS/cm);Conductivité de l'échantillon à 25°C (uS/cm);Conductivité méthode 2(uS/cm);Conductivité de l'échantillon à 25°C méthode 2 (uS/cm)
22.89;68327.63
22.89;68327.63
22.89;68327.63
22.90;67637.45
22.90;67292.36
22.91;67085.30
22.90;66947.27
22.91;66848.67
22.91;66774.72
22.91;66717.21
22.91;66671.20
22.92;66633.55
22.91;66602.18
22.91;66575.63
22.91;66552.88
22.91;66671.20
22.91;66645.32
22.91;66622.48
22.91;66602.18
22.91;66584.02
22.91;66671.20
22.91;66651.48
22.91;66633.55
22.91;66617.18
22.91;66602.18
22.92;66588.38
22.92;66655.27
22.92;66640.52
22.92;66626.83
22.92;66614.08
22.92;66602.18
22.91;66591.05
22.91;66645.32
22.92;66633.55
22.92;66622.48
22.92;66671.20
22.92;66659.70
22.92;66648.81
22.92;66638.51
22.91;66681.82
22.91;66671.20
22.91;66661.10
22.91;66700.78
22.91;66690.46
22.91;66727.67
22.91;66717.21
22.91;66752.22
22.91;66741.68
22.91;66774.72
22.91;66764.16
22.91;66754.02
22.91;66744.28
22.91;66734.91
22.91;66725.89
22.91;66717.21
22.91;66708.84
22.91;66737.75
22.91;66729.32
22.91;66721.18
22.91;66748.40
22.91;66740.22
22.91;66732.30
22.91;66724.63
22.91;66717.21
22.91;66710.02
22.91;66703.05
22.91;66696.30
22.91;66689.74
22.91;66683.38
22.91;66677.20
22.91;66671.20
22.91;66694.53
22.91;66717.21
22.91;66710.91
22.91;66704.77
22.91;66726.41
22.91;66720.24
22.91;66687.33
22.91;66681.82
22.91;66676.44
22.91;66671.20
22.91;66666.09
22.91;66661.10
22.91;66656.23
22.91;66651.48
22.91;66671.20
22.91;66690.46
22.91;66685.48
22.91;66680.61
22.91;66675.85
22.91;66648.19
22.91;66643.89
22.91;66639.69
22.91;66635.58
22.91;66631.55
22.91;66627.61
22.91;66623.75
22.91;66619.97
22.91;66616.27
22.91;66612.64
