# Mesure n°;Conductivité moyenne (uS/cm);Conductivité moyenne de l'échantillon à 25°C (uS/cm)
1.00;6725.82;7032.75;22.81
2.00;6730.99;6950.17;23.27
3.00;5714.61;5897.90;23.30
4.00;1798.63;1866.41;23.17
