# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
49.00;12242.48;12880.00;22.29;280.00
50.00;12249.53;12880.00;22.32;280.00
51.00;12256.59;12880.00;22.35;280.00
52.00;12256.59;12880.00;22.35;278.00
53.00;12256.59;12880.00;22.35;280.00
54.00;12273.06;12880.00;22.42;279.00
55.00;12273.06;12880.00;22.42;279.00
56.00;12280.12;12880.00;22.45;280.00
57.00;12280.12;12880.00;22.45;279.00
58.00;12289.53;12880.00;22.49;280.00
59.00;12289.53;12880.00;22.49;281.00
60.00;12296.58;12880.00;22.52;278.00
61.00;12289.53;12880.00;22.49;281.00
62.00;12296.58;12880.00;22.52;279.00
63.00;12305.99;12880.00;22.56;277.00
64.00;12305.99;12880.00;22.56;280.00
65.00;12313.05;12880.00;22.59;280.00
66.00;12313.05;12880.00;22.59;279.00
67.00;12320.11;12880.00;22.62;280.00
68.00;12320.11;12880.00;22.62;280.00
69.00;12320.11;12880.00;22.62;280.00
70.00;12329.52;12880.00;22.66;281.00
71.00;12329.52;12880.00;22.66;279.00
72.00;12329.52;12880.00;22.66;280.00
73.00;12329.52;12880.00;22.66;281.00
74.00;12336.58;12880.00;22.69;278.00
75.00;12343.63;12880.00;22.72;281.00
76.00;12336.58;12880.00;22.69;279.00
77.00;12343.63;12880.00;22.72;279.00
78.00;12353.04;12880.00;22.76;281.00
79.00;12343.63;12880.00;22.72;281.00
80.00;12343.63;12880.00;22.72;279.00
81.00;12353.04;12880.00;22.76;281.00
82.00;12353.04;12880.00;22.76;280.00
83.00;12353.04;12880.00;22.76;281.00
84.00;12360.10;12880.00;22.79;280.00
85.00;12369.51;12880.00;22.83;280.00
86.00;12369.51;12880.00;22.83;282.00
87.00;12369.51;12880.00;22.83;280.00
88.00;12369.51;12880.00;22.83;278.00
89.00;12369.51;12880.00;22.83;280.00
90.00;12376.57;12880.00;22.86;281.00
91.00;12376.57;12880.00;22.86;280.00
92.00;12376.57;12880.00;22.86;280.00
93.00;12383.63;12880.00;22.89;279.00
94.00;12376.57;12880.00;22.86;280.00
95.00;12383.63;12880.00;22.89;280.00
96.00;12393.04;12880.00;22.93;279.00
97.00;12383.63;12880.00;22.89;282.00
98.00;12383.63;12880.00;22.89;280.00
99.00;12393.04;12880.00;22.93;280.00
100.00;12393.04;12880.00;22.93;280.00
101.00;12393.04;12880.00;22.93;280.00
102.00;12393.04;12880.00;22.93;280.00
103.00;12400.09;12880.00;22.96;281.00
104.00;12393.04;12880.00;22.93;279.00
105.00;12400.09;12880.00;22.96;281.00
106.00;12400.09;12880.00;22.96;280.00
107.00;12393.04;12880.00;22.93;281.00
108.00;12409.50;12880.00;23.00;281.00
109.00;12400.09;12880.00;22.96;280.00
110.00;12409.50;12880.00;23.00;280.00
111.00;12400.09;12880.00;22.96;280.00
112.00;12400.09;12880.00;22.96;280.00
113.00;12409.50;12880.00;23.00;282.00
114.00;12409.50;12880.00;23.00;282.00
115.00;12409.50;12880.00;23.00;279.00
116.00;12409.50;12880.00;23.00;281.00
117.00;12416.56;12880.00;23.03;281.00
118.00;12409.50;12880.00;23.00;278.00
119.00;12416.56;12880.00;23.03;281.00
120.00;12416.56;12880.00;23.03;281.00
121.00;12416.56;12880.00;23.03;279.00
122.00;12416.56;12880.00;23.03;283.00
123.00;12416.56;12880.00;23.03;280.00
124.00;12423.62;12880.00;23.06;280.00
125.00;12416.56;12880.00;23.03;281.00
126.00;12416.56;12880.00;23.03;279.00
127.00;12423.62;12880.00;23.06;282.00
128.00;12416.56;12880.00;23.03;281.00
129.00;12416.56;12880.00;23.03;280.00
130.00;12423.62;12880.00;23.06;281.00
131.00;12423.62;12880.00;23.06;281.00
132.00;12423.62;12880.00;23.06;280.00
133.00;12423.62;12880.00;23.06;281.00
134.00;12423.62;12880.00;23.06;279.00
135.00;12423.62;12880.00;23.06;281.00
136.00;12423.62;12880.00;23.06;282.00
137.00;12433.03;12880.00;23.10;280.00
138.00;12423.62;12880.00;23.06;281.00
139.00;12433.03;12880.00;23.10;281.00
140.00;12433.03;12880.00;23.10;281.00
141.00;12433.03;12880.00;23.10;281.00
142.00;12433.03;12880.00;23.10;280.00
143.00;12433.03;12880.00;23.10;281.00
144.00;12433.03;12880.00;23.10;280.00
145.00;12423.62;12880.00;23.06;281.00
146.00;12433.03;12880.00;23.10;281.00
147.00;12440.09;12880.00;23.13;280.00
148.00;12433.03;12880.00;23.10;281.00
149.00;12433.03;12880.00;23.10;281.00
150.00;12433.03;12880.00;23.10;281.00
151.00;12440.09;12880.00;23.13;281.00
152.00;12433.03;12880.00;23.10;280.00
153.00;12433.03;12880.00;23.10;282.00
154.00;12440.09;12880.00;23.13;281.00
155.00;12440.09;12880.00;23.13;281.00
156.00;12447.14;12880.00;23.16;282.00
157.00;12440.09;12880.00;23.13;279.00
158.00;12440.09;12880.00;23.13;282.00
159.00;12440.09;12880.00;23.13;280.00
160.00;12440.09;12880.00;23.13;281.00
161.00;12440.09;12880.00;23.13;283.00
162.00;12440.09;12880.00;23.13;280.00
163.00;12440.09;12880.00;23.13;282.00
164.00;12440.09;12880.00;23.13;280.00
165.00;12447.14;12880.00;23.16;282.00
166.00;12447.14;12880.00;23.16;282.00
167.00;12440.09;12880.00;23.13;281.00
168.00;12447.14;12880.00;23.16;281.00
169.00;12440.09;12880.00;23.13;281.00
170.00;12440.09;12880.00;23.13;282.00
171.00;12447.14;12880.00;23.16;281.00
172.00;12447.14;12880.00;23.16;283.00
173.00;12447.14;12880.00;23.16;282.00
174.00;12447.14;12880.00;23.16;280.00
175.00;12447.14;12880.00;23.16;282.00
176.00;12447.14;12880.00;23.16;280.00
177.00;12447.14;12880.00;23.16;281.00
178.00;12447.14;12880.00;23.16;281.00
179.00;12447.14;12880.00;23.16;282.00
180.00;12456.55;12880.00;23.20;281.00
181.00;12440.09;12880.00;23.13;280.00
182.00;12447.14;12880.00;23.16;282.00
183.00;12447.14;12880.00;23.16;281.00
184.00;12447.14;12880.00;23.16;281.00
185.00;12447.14;12880.00;23.16;282.00
186.00;12456.55;12880.00;23.20;280.00
187.00;12456.55;12880.00;23.20;282.00
188.00;12456.55;12880.00;23.20;281.00
189.00;12447.14;12880.00;23.16;282.00
190.00;12456.55;12880.00;23.20;281.00
191.00;12456.55;12880.00;23.20;280.00
192.00;12456.55;12880.00;23.20;282.00
193.00;12456.55;12880.00;23.20;280.00
194.00;12456.55;12880.00;23.20;283.00
195.00;12456.55;12880.00;23.20;281.00
196.00;12456.55;12880.00;23.20;281.00
197.00;12456.55;12880.00;23.20;281.00
198.00;12456.55;12880.00;23.20;280.00
199.00;12447.14;12880.00;23.16;282.00
200.00;12456.55;12880.00;23.20;282.00
