# Étalon n°;Température de l'échantillon (°C);Tension mesurée par  conductimètre (V);Tension à 25°C (V); Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm)
1.00;22.92;0.71;48101.67
2.00;22.41;0.68;96310.29
3.00;22.71;0.34;78736.10
