# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
131.00;95963.51;100000.00;22.79;242.00
132.00;95963.51;100000.00;22.79;240.00
133.00;95963.51;100000.00;22.79;241.00
134.00;95963.51;100000.00;22.79;242.00
135.00;95908.72;100000.00;22.76;240.00
136.00;95908.72;100000.00;22.76;242.00
137.00;95963.51;100000.00;22.79;241.00
138.00;95963.51;100000.00;22.79;243.00
139.00;95963.51;100000.00;22.79;241.00
140.00;95963.51;100000.00;22.79;241.00
141.00;95963.51;100000.00;22.79;240.00
142.00;95963.51;100000.00;22.79;239.00
143.00;95963.51;100000.00;22.79;242.00
144.00;95963.51;100000.00;22.79;240.00
145.00;95963.51;100000.00;22.79;240.00
146.00;95908.72;100000.00;22.76;240.00
147.00;95963.51;100000.00;22.79;240.00
148.00;95963.51;100000.00;22.79;240.00
149.00;95963.51;100000.00;22.79;240.00
150.00;95963.51;100000.00;22.79;242.00
151.00;95963.51;100000.00;22.79;241.00
152.00;95963.51;100000.00;22.79;243.00
153.00;95908.72;100000.00;22.76;240.00
154.00;95963.51;100000.00;22.79;240.00
155.00;95963.51;100000.00;22.79;240.00
156.00;95963.51;100000.00;22.79;240.00
157.00;95963.51;100000.00;22.79;241.00
158.00;95963.51;100000.00;22.79;241.00
159.00;95963.51;100000.00;22.79;240.00
160.00;95908.72;100000.00;22.76;242.00
161.00;95963.51;100000.00;22.79;240.00
162.00;95963.51;100000.00;22.79;240.00
163.00;95963.51;100000.00;22.79;241.00
164.00;95908.72;100000.00;22.76;241.00
165.00;95908.72;100000.00;22.76;240.00
166.00;95963.51;100000.00;22.79;240.00
167.00;95963.51;100000.00;22.79;242.00
168.00;95963.51;100000.00;22.79;240.00
169.00;95963.51;100000.00;22.79;241.00
170.00;95908.72;100000.00;22.76;241.00
171.00;95908.72;100000.00;22.76;242.00
172.00;95963.51;100000.00;22.79;241.00
173.00;96036.57;100000.00;22.83;241.00
174.00;95963.51;100000.00;22.79;240.00
175.00;95963.51;100000.00;22.79;240.00
176.00;95963.51;100000.00;22.79;241.00
177.00;95963.51;100000.00;22.79;242.00
178.00;95908.72;100000.00;22.76;240.00
179.00;95963.51;100000.00;22.79;242.00
180.00;95963.51;100000.00;22.79;240.00
181.00;95963.51;100000.00;22.79;240.00
182.00;95963.51;100000.00;22.79;241.00
183.00;95963.51;100000.00;22.79;240.00
184.00;95908.72;100000.00;22.76;240.00
185.00;95963.51;100000.00;22.79;241.00
186.00;95963.51;100000.00;22.79;240.00
187.00;95963.51;100000.00;22.79;240.00
188.00;95963.51;100000.00;22.79;240.00
189.00;95963.51;100000.00;22.79;241.00
190.00;95908.72;100000.00;22.76;240.00
191.00;95963.51;100000.00;22.79;242.00
192.00;95963.51;100000.00;22.79;241.00
193.00;95963.51;100000.00;22.79;240.00
194.00;95908.72;100000.00;22.76;240.00
195.00;95963.51;100000.00;22.79;241.00
196.00;95963.51;100000.00;22.79;240.00
197.00;95963.51;100000.00;22.79;242.00
198.00;95963.51;100000.00;22.79;242.00
199.00;95963.51;100000.00;22.79;241.00
200.00;95963.51;100000.00;22.79;242.00
