# Tensions mesurées par la sonde conductimétrique
19.28;3.00;20.87;20.87;20.87;6.00;20.76;20.76;20.80;20.80;20.83;20.87;20.83;20.87;20.87;20.87;6.00;20.76;20.76;20.80;20.80;20.83;20.87;20.83;20.87;20.87;20.87;20.93;20.93;20.93;20.93;20.97;20.97;20.97;21.00;20.97;21.03;21.03;21.03;21.07;21.07;21.07;21.07;21.14;21.10;21.10;21.14;21.10;21.14;21.14;21.17;21.20;21.17;21.17;21.20;21.17;21.24;21.24;21.20;21.24;21.24;21.24;21.27;21.27;21.27;21.27;21.27;21.31;21.31;21.27;21.31;21.31;21.31;21.31;21.34;21.34;21.34;21.34;21.34;21.34;21.37;21.37;21.37;21.37;21.37;21.37;21.41;21.41;21.41;21.41;21.41;21.41;21.41;21.41;21.44;21.44;21.44;21.44;21.44;21.44;21.44;21.47;21.44;21.41;21.44;21.47;21.47;21.47;21.47;21.47;21.51;21.47;21.51;21.47;21.47;21.47;21.51;21.47;21.51;21.51;21.47;21.54;21.51;21.54;21.54;21.54;21.54;21.54;21.51;21.54;21.51;21.54;21.54;21.54;21.54;21.54;21.54;21.54;21.58;21.54;21.58;21.58;21.58;21.54;21.58;21.58;21.58;21.58;21.58;21.58;21.58;21.58;21.58;21.58;21.54;21.58;21.58;21.58;21.58;21.58;21.58;21.58;21.61;21.61;21.58;21.61;21.61;21.58;21.61;21.61;21.58;21.61;21.61;21.61;21.58;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.61;21.64;21.64;21.61;21.64;21.61;21.61;21.64;21.64;21.64;21.61;21.61;21.64;21.64
0.00;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.16;0.15;0.16;0.15;0.15;0.15;0.16;0.15;0.15;0.16;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.14;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.16;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.16;0.16;0.15;0.15;0.15;0.15;0.14;0.16;0.16;0.15;0.14;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.14;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.16;0.15;0.15;0.14;0.15;0.15;0.15;0.16;0.15;0.14;0.16;0.15;0.15;0.15;0.14;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.14;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.14;0.15;0.15;0.15;0.15;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.14;0.15;0.15;0.15;0.15;0.16;0.15;0.14;0.15;0.16;0.15;0.15;0.15
