# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
77.00;95908.72;100000.00;22.76;245.00
78.00;95908.72;100000.00;22.76;243.00
79.00;95908.72;100000.00;22.76;244.00
80.00;95908.72;100000.00;22.76;244.00
81.00;95908.72;100000.00;22.76;243.00
82.00;95908.72;100000.00;22.76;243.00
83.00;95908.72;100000.00;22.76;246.00
84.00;95908.72;100000.00;22.76;243.00
85.00;95908.72;100000.00;22.76;243.00
86.00;95908.72;100000.00;22.76;244.00
87.00;95908.72;100000.00;22.76;243.00
88.00;95908.72;100000.00;22.76;245.00
89.00;95908.72;100000.00;22.76;243.00
90.00;95908.72;100000.00;22.76;243.00
91.00;95963.51;100000.00;22.79;243.00
92.00;95963.51;100000.00;22.79;244.00
93.00;95908.72;100000.00;22.76;243.00
94.00;95963.51;100000.00;22.79;244.00
95.00;95963.51;100000.00;22.79;243.00
96.00;95908.72;100000.00;22.76;243.00
97.00;95908.72;100000.00;22.76;243.00
98.00;95908.72;100000.00;22.76;244.00
99.00;95908.72;100000.00;22.76;243.00
100.00;95908.72;100000.00;22.76;244.00
101.00;95908.72;100000.00;22.76;245.00
102.00;95908.72;100000.00;22.76;243.00
103.00;95963.51;100000.00;22.79;243.00
104.00;95908.72;100000.00;22.76;245.00
105.00;95908.72;100000.00;22.76;244.00
106.00;95908.72;100000.00;22.76;243.00
107.00;95963.51;100000.00;22.79;246.00
108.00;95963.51;100000.00;22.79;245.00
109.00;95908.72;100000.00;22.76;243.00
110.00;95963.51;100000.00;22.79;243.00
111.00;95963.51;100000.00;22.79;243.00
112.00;95963.51;100000.00;22.79;245.00
113.00;95963.51;100000.00;22.79;243.00
114.00;95908.72;100000.00;22.76;245.00
115.00;95963.51;100000.00;22.79;243.00
116.00;95908.72;100000.00;22.76;246.00
117.00;95963.51;100000.00;22.79;243.00
118.00;95963.51;100000.00;22.79;243.00
119.00;95908.72;100000.00;22.76;243.00
120.00;95908.72;100000.00;22.76;243.00
121.00;95908.72;100000.00;22.76;244.00
122.00;95908.72;100000.00;22.76;244.00
123.00;95908.72;100000.00;22.76;243.00
124.00;95908.72;100000.00;22.76;243.00
125.00;95908.72;100000.00;22.76;243.00
126.00;95908.72;100000.00;22.76;243.00
127.00;95908.72;100000.00;22.76;243.00
128.00;95908.72;100000.00;22.76;246.00
129.00;95908.72;100000.00;22.76;245.00
130.00;95963.51;100000.00;22.79;243.00
131.00;95908.72;100000.00;22.76;243.00
132.00;95963.51;100000.00;22.79;244.00
133.00;95908.72;100000.00;22.76;243.00
134.00;95963.51;100000.00;22.79;244.00
135.00;95963.51;100000.00;22.79;243.00
136.00;95963.51;100000.00;22.79;243.00
137.00;95908.72;100000.00;22.76;243.00
138.00;95908.72;100000.00;22.76;244.00
139.00;95908.72;100000.00;22.76;244.00
140.00;95963.51;100000.00;22.79;245.00
141.00;95908.72;100000.00;22.76;243.00
142.00;95908.72;100000.00;22.76;245.00
143.00;95963.51;100000.00;22.79;243.00
144.00;95963.51;100000.00;22.79;243.00
145.00;95908.72;100000.00;22.76;243.00
146.00;95908.72;100000.00;22.76;243.00
147.00;95963.51;100000.00;22.79;244.00
148.00;95908.72;100000.00;22.76;243.00
149.00;95908.72;100000.00;22.76;243.00
150.00;95963.51;100000.00;22.79;245.00
151.00;95908.72;100000.00;22.76;244.00
152.00;95908.72;100000.00;22.76;243.00
153.00;95908.72;100000.00;22.76;244.00
154.00;95908.72;100000.00;22.76;245.00
155.00;95908.72;100000.00;22.76;245.00
156.00;95908.72;100000.00;22.76;245.00
157.00;95963.51;100000.00;22.79;243.00
158.00;95908.72;100000.00;22.76;243.00
159.00;95908.72;100000.00;22.76;244.00
160.00;95908.72;100000.00;22.76;243.00
161.00;95908.72;100000.00;22.76;245.00
162.00;95908.72;100000.00;22.76;243.00
163.00;95963.51;100000.00;22.79;244.00
164.00;95908.72;100000.00;22.76;243.00
165.00;95963.51;100000.00;22.79;245.00
166.00;95908.72;100000.00;22.76;244.00
167.00;95908.72;100000.00;22.76;243.00
168.00;95963.51;100000.00;22.79;244.00
169.00;95908.72;100000.00;22.76;245.00
170.00;95908.72;100000.00;22.76;244.00
171.00;95963.51;100000.00;22.79;243.00
172.00;95963.51;100000.00;22.79;245.00
173.00;95908.72;100000.00;22.76;243.00
174.00;95908.72;100000.00;22.76;243.00
175.00;95908.72;100000.00;22.76;244.00
176.00;95908.72;100000.00;22.76;243.00
177.00;95963.51;100000.00;22.79;243.00
178.00;95908.72;100000.00;22.76;245.00
179.00;95963.51;100000.00;22.79;243.00
180.00;95908.72;100000.00;22.76;245.00
181.00;95963.51;100000.00;22.79;245.00
182.00;95908.72;100000.00;22.76;244.00
183.00;95963.51;100000.00;22.79;243.00
184.00;95963.51;100000.00;22.79;244.00
185.00;95908.72;100000.00;22.76;242.00
186.00;95963.51;100000.00;22.79;243.00
187.00;95908.72;100000.00;22.76;244.00
188.00;95963.51;100000.00;22.79;244.00
189.00;95908.72;100000.00;22.76;243.00
190.00;95963.51;100000.00;22.79;244.00
191.00;95908.72;100000.00;22.76;244.00
192.00;95963.51;100000.00;22.79;244.00
193.00;95908.72;100000.00;22.76;243.00
194.00;95908.72;100000.00;22.76;246.00
195.00;95908.72;100000.00;22.76;243.00
196.00;95963.51;100000.00;22.79;244.00
197.00;95908.72;100000.00;22.76;243.00
198.00;95908.72;100000.00;22.76;244.00
199.00;95908.72;100000.00;22.76;244.00
200.00;95963.51;100000.00;22.79;245.00
