# Étalon n°;Température de l'échantillon (°C);Tension mesurée par  conductimètre (V);Tension à 25°C (V); Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm)
1.00;22.79;0.22;-0.01;1355.86;1413.00
