# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
45.00;4838.36;5000.00;23.23;146.00
46.00;4838.36;5000.00;23.23;146.00
47.00;4842.01;5000.00;23.27;146.00
48.00;4842.01;5000.00;23.27;147.00
49.00;4844.75;5000.00;23.30;146.00
50.00;4842.01;5000.00;23.27;145.00
51.00;4842.01;5000.00;23.27;146.00
52.00;4844.75;5000.00;23.30;148.00
53.00;4844.75;5000.00;23.30;146.00
54.00;4844.75;5000.00;23.30;146.00
55.00;4844.75;5000.00;23.30;146.00
56.00;4844.75;5000.00;23.30;147.00
57.00;4844.75;5000.00;23.30;146.00
58.00;4844.75;5000.00;23.30;146.00
59.00;4847.49;5000.00;23.33;146.00
60.00;4844.75;5000.00;23.30;146.00
61.00;4844.75;5000.00;23.30;146.00
62.00;4844.75;5000.00;23.30;147.00
63.00;4847.49;5000.00;23.33;146.00
64.00;4847.49;5000.00;23.33;145.00
65.00;4847.49;5000.00;23.33;146.00
66.00;4847.49;5000.00;23.33;147.00
67.00;4847.49;5000.00;23.33;146.00
68.00;4847.49;5000.00;23.33;146.00
69.00;4851.14;5000.00;23.37;146.00
70.00;4851.14;5000.00;23.37;147.00
71.00;4847.49;5000.00;23.33;146.00
72.00;4847.49;5000.00;23.33;146.00
73.00;4851.14;5000.00;23.37;147.00
74.00;4851.14;5000.00;23.37;146.00
75.00;4847.49;5000.00;23.33;144.00
76.00;4851.14;5000.00;23.37;148.00
77.00;4851.14;5000.00;23.37;147.00
78.00;4851.14;5000.00;23.37;146.00
79.00;4847.49;5000.00;23.33;146.00
80.00;4851.14;5000.00;23.37;147.00
81.00;4851.14;5000.00;23.37;148.00
82.00;4853.88;5000.00;23.40;147.00
83.00;4851.14;5000.00;23.37;147.00
84.00;4851.14;5000.00;23.37;148.00
85.00;4853.88;5000.00;23.40;146.00
86.00;4853.88;5000.00;23.40;145.00
87.00;4851.14;5000.00;23.37;146.00
88.00;4853.88;5000.00;23.40;147.00
89.00;4853.88;5000.00;23.40;147.00
90.00;4851.14;5000.00;23.37;146.00
91.00;4853.88;5000.00;23.40;146.00
92.00;4853.88;5000.00;23.40;146.00
93.00;4853.88;5000.00;23.40;146.00
94.00;4853.88;5000.00;23.40;146.00
95.00;4853.88;5000.00;23.40;146.00
96.00;4853.88;5000.00;23.40;146.00
97.00;4856.62;5000.00;23.43;145.00
98.00;4856.62;5000.00;23.43;146.00
99.00;4856.62;5000.00;23.43;146.00
100.00;4853.88;5000.00;23.40;147.00
101.00;4853.88;5000.00;23.40;146.00
102.00;4856.62;5000.00;23.43;147.00
103.00;4853.88;5000.00;23.40;147.00
104.00;4856.62;5000.00;23.43;146.00
105.00;4856.62;5000.00;23.43;146.00
106.00;4856.62;5000.00;23.43;146.00
107.00;4856.62;5000.00;23.43;147.00
108.00;4856.62;5000.00;23.43;145.00
109.00;4856.62;5000.00;23.43;146.00
110.00;4856.62;5000.00;23.43;146.00
111.00;4853.88;5000.00;23.40;146.00
112.00;4853.88;5000.00;23.40;146.00
113.00;4856.62;5000.00;23.43;146.00
114.00;4856.62;5000.00;23.43;146.00
115.00;4856.62;5000.00;23.43;146.00
116.00;4856.62;5000.00;23.43;146.00
117.00;4856.62;5000.00;23.43;147.00
118.00;4856.62;5000.00;23.43;146.00
119.00;4856.62;5000.00;23.43;145.00
120.00;4856.62;5000.00;23.43;146.00
121.00;4856.62;5000.00;23.43;146.00
122.00;4856.62;5000.00;23.43;146.00
123.00;4856.62;5000.00;23.43;146.00
124.00;4856.62;5000.00;23.43;146.00
125.00;4856.62;5000.00;23.43;147.00
126.00;4860.28;5000.00;23.47;146.00
127.00;4856.62;5000.00;23.43;147.00
128.00;4860.28;5000.00;23.47;147.00
129.00;4856.62;5000.00;23.43;146.00
130.00;4856.62;5000.00;23.43;146.00
131.00;4860.28;5000.00;23.47;147.00
132.00;4860.28;5000.00;23.47;147.00
133.00;4856.62;5000.00;23.43;146.00
134.00;4860.28;5000.00;23.47;146.00
135.00;4860.28;5000.00;23.47;147.00
136.00;4860.28;5000.00;23.47;147.00
137.00;4856.62;5000.00;23.43;146.00
138.00;4856.62;5000.00;23.43;146.00
139.00;4860.28;5000.00;23.47;147.00
140.00;4856.62;5000.00;23.43;147.00
141.00;4856.62;5000.00;23.43;146.00
142.00;4856.62;5000.00;23.43;146.00
143.00;4860.28;5000.00;23.47;147.00
144.00;4856.62;5000.00;23.43;148.00
145.00;4856.62;5000.00;23.43;146.00
146.00;4860.28;5000.00;23.47;147.00
147.00;4856.62;5000.00;23.43;146.00
148.00;4860.28;5000.00;23.47;146.00
149.00;4860.28;5000.00;23.47;146.00
150.00;4856.62;5000.00;23.43;146.00
151.00;4860.28;5000.00;23.47;146.00
152.00;4860.28;5000.00;23.47;147.00
153.00;4860.28;5000.00;23.47;146.00
154.00;4856.62;5000.00;23.43;146.00
155.00;4856.62;5000.00;23.43;146.00
156.00;4860.28;5000.00;23.47;146.00
157.00;4856.62;5000.00;23.43;147.00
158.00;4860.28;5000.00;23.47;147.00
159.00;4860.28;5000.00;23.47;147.00
160.00;4860.28;5000.00;23.47;146.00
161.00;4856.62;5000.00;23.43;146.00
162.00;4860.28;5000.00;23.47;146.00
163.00;4860.28;5000.00;23.47;146.00
164.00;4860.28;5000.00;23.47;146.00
165.00;4860.28;5000.00;23.47;147.00
166.00;4860.28;5000.00;23.47;147.00
167.00;4860.28;5000.00;23.47;146.00
168.00;4860.28;5000.00;23.47;146.00
169.00;4860.28;5000.00;23.47;148.00
170.00;4856.62;5000.00;23.43;146.00
171.00;4860.28;5000.00;23.47;146.00
172.00;4860.28;5000.00;23.47;147.00
173.00;4860.28;5000.00;23.47;146.00
174.00;4860.28;5000.00;23.47;147.00
175.00;4860.28;5000.00;23.47;146.00
176.00;4860.28;5000.00;23.47;148.00
177.00;4860.28;5000.00;23.47;147.00
178.00;4860.28;5000.00;23.47;146.00
179.00;4856.62;5000.00;23.43;146.00
180.00;4860.28;5000.00;23.47;146.00
181.00;4856.62;5000.00;23.43;147.00
182.00;4860.28;5000.00;23.47;146.00
183.00;4860.28;5000.00;23.47;146.00
184.00;4860.28;5000.00;23.47;146.00
185.00;4856.62;5000.00;23.43;146.00
186.00;4860.28;5000.00;23.47;146.00
187.00;4860.28;5000.00;23.47;146.00
188.00;4856.62;5000.00;23.43;147.00
189.00;4860.28;5000.00;23.47;148.00
190.00;4860.28;5000.00;23.47;146.00
191.00;4860.28;5000.00;23.47;146.00
192.00;4856.62;5000.00;23.43;147.00
193.00;4860.28;5000.00;23.47;147.00
194.00;4860.28;5000.00;23.47;146.00
195.00;4860.28;5000.00;23.47;146.00
196.00;4860.28;5000.00;23.47;146.00
197.00;4860.28;5000.00;23.47;146.00
198.00;4860.28;5000.00;23.47;146.00
199.00;4860.28;5000.00;23.47;147.00
200.00;4860.28;5000.00;23.47;146.00
