# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
87.00;48045.68;50000.00;22.86;169.00
88.00;48073.08;50000.00;22.89;169.00
89.00;48073.08;50000.00;22.89;170.00
90.00;48073.08;50000.00;22.89;169.00
91.00;48073.08;50000.00;22.89;169.00
92.00;48073.08;50000.00;22.89;169.00
93.00;48073.08;50000.00;22.89;170.00
94.00;48109.61;50000.00;22.93;170.00
95.00;48073.08;50000.00;22.89;169.00
96.00;48109.61;50000.00;22.93;168.00
97.00;48109.61;50000.00;22.93;169.00
98.00;48137.01;50000.00;22.96;169.00
99.00;48109.61;50000.00;22.93;170.00
100.00;48109.61;50000.00;22.93;169.00
101.00;48109.61;50000.00;22.93;169.00
102.00;48109.61;50000.00;22.93;170.00
103.00;48137.01;50000.00;22.96;170.00
104.00;48109.61;50000.00;22.93;169.00
105.00;48137.01;50000.00;22.96;169.00
106.00;48137.01;50000.00;22.96;172.00
107.00;48137.01;50000.00;22.96;169.00
108.00;48137.01;50000.00;22.96;168.00
109.00;48173.54;50000.00;23.00;169.00
110.00;48173.54;50000.00;23.00;169.00
111.00;48200.93;50000.00;23.03;169.00
112.00;48137.01;50000.00;22.96;168.00
113.00;48173.54;50000.00;23.00;169.00
114.00;48173.54;50000.00;23.00;168.00
115.00;48200.93;50000.00;23.03;168.00
116.00;48173.54;50000.00;23.00;169.00
117.00;48173.54;50000.00;23.00;169.00
118.00;48200.93;50000.00;23.03;169.00
119.00;48173.54;50000.00;23.00;169.00
120.00;48200.93;50000.00;23.03;169.00
121.00;48200.93;50000.00;23.03;171.00
122.00;48200.93;50000.00;23.03;170.00
123.00;48200.93;50000.00;23.03;169.00
124.00;48200.93;50000.00;23.03;169.00
125.00;48200.93;50000.00;23.03;169.00
126.00;48228.33;50000.00;23.06;169.00
127.00;48200.93;50000.00;23.03;169.00
128.00;48228.33;50000.00;23.06;169.00
129.00;48200.93;50000.00;23.03;169.00
130.00;48228.33;50000.00;23.06;168.00
131.00;48228.33;50000.00;23.06;168.00
132.00;48228.33;50000.00;23.06;169.00
133.00;48228.33;50000.00;23.06;168.00
134.00;48228.33;50000.00;23.06;169.00
135.00;48228.33;50000.00;23.06;169.00
136.00;48228.33;50000.00;23.06;169.00
137.00;48228.33;50000.00;23.06;168.00
138.00;48228.33;50000.00;23.06;169.00
139.00;48264.86;50000.00;23.10;170.00
140.00;48264.86;50000.00;23.10;170.00
141.00;48264.86;50000.00;23.10;169.00
142.00;48264.86;50000.00;23.10;169.00
143.00;48228.33;50000.00;23.06;170.00
144.00;48264.86;50000.00;23.10;170.00
145.00;48228.33;50000.00;23.06;169.00
146.00;48264.86;50000.00;23.10;169.00
147.00;48264.86;50000.00;23.10;170.00
148.00;48264.86;50000.00;23.10;169.00
149.00;48264.86;50000.00;23.10;169.00
150.00;48264.86;50000.00;23.10;170.00
151.00;48264.86;50000.00;23.10;169.00
152.00;48292.26;50000.00;23.13;169.00
153.00;48264.86;50000.00;23.10;169.00
154.00;48264.86;50000.00;23.10;169.00
155.00;48292.26;50000.00;23.13;169.00
156.00;48292.26;50000.00;23.13;168.00
157.00;48292.26;50000.00;23.13;169.00
158.00;48292.26;50000.00;23.13;169.00
159.00;48292.26;50000.00;23.13;169.00
160.00;48292.26;50000.00;23.13;171.00
161.00;48292.26;50000.00;23.13;169.00
162.00;48292.26;50000.00;23.13;170.00
163.00;48292.26;50000.00;23.13;168.00
164.00;48292.26;50000.00;23.13;169.00
165.00;48292.26;50000.00;23.13;169.00
166.00;48292.26;50000.00;23.13;169.00
167.00;48292.26;50000.00;23.13;169.00
168.00;48292.26;50000.00;23.13;169.00
169.00;48292.26;50000.00;23.13;169.00
170.00;48292.26;50000.00;23.13;168.00
171.00;48292.26;50000.00;23.13;169.00
172.00;48319.65;50000.00;23.16;169.00
173.00;48319.65;50000.00;23.16;168.00
174.00;48292.26;50000.00;23.13;169.00
175.00;48319.65;50000.00;23.16;169.00
176.00;48292.26;50000.00;23.13;169.00
177.00;48292.26;50000.00;23.13;169.00
178.00;48319.65;50000.00;23.16;170.00
179.00;48319.65;50000.00;23.16;169.00
180.00;48292.26;50000.00;23.13;169.00
181.00;48319.65;50000.00;23.16;169.00
182.00;48319.65;50000.00;23.16;169.00
183.00;48319.65;50000.00;23.16;169.00
184.00;48319.65;50000.00;23.16;168.00
185.00;48319.65;50000.00;23.16;169.00
186.00;48319.65;50000.00;23.16;169.00
187.00;48319.65;50000.00;23.16;170.00
188.00;48319.65;50000.00;23.16;169.00
189.00;48356.18;50000.00;23.20;169.00
190.00;48356.18;50000.00;23.20;169.00
191.00;48319.65;50000.00;23.16;169.00
192.00;48356.18;50000.00;23.20;169.00
193.00;48319.65;50000.00;23.16;170.00
194.00;48356.18;50000.00;23.20;169.00
195.00;48319.65;50000.00;23.16;169.00
196.00;48319.65;50000.00;23.16;169.00
197.00;48356.18;50000.00;23.20;169.00
198.00;48319.65;50000.00;23.16;169.00
199.00;48319.65;50000.00;23.16;169.00
200.00;48356.18;50000.00;23.20;169.00
