# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
89.00;12440.09;12880.00;23.13;291.00
90.00;12440.09;12880.00;23.13;289.00
91.00;12440.09;12880.00;23.13;291.00
92.00;12433.03;12880.00;23.10;290.00
93.00;12447.14;12880.00;23.16;291.00
94.00;12440.09;12880.00;23.13;290.00
95.00;12440.09;12880.00;23.13;289.00
96.00;12440.09;12880.00;23.13;290.00
97.00;12433.03;12880.00;23.10;289.00
98.00;12433.03;12880.00;23.10;291.00
99.00;12440.09;12880.00;23.13;289.00
100.00;12440.09;12880.00;23.13;291.00
101.00;12433.03;12880.00;23.10;291.00
102.00;12440.09;12880.00;23.13;291.00
103.00;12447.14;12880.00;23.16;290.00
104.00;12440.09;12880.00;23.13;290.00
105.00;12440.09;12880.00;23.13;292.00
106.00;12440.09;12880.00;23.13;290.00
107.00;12433.03;12880.00;23.10;290.00
108.00;12433.03;12880.00;23.10;289.00
109.00;12440.09;12880.00;23.13;292.00
110.00;12440.09;12880.00;23.13;290.00
111.00;12440.09;12880.00;23.13;290.00
112.00;12433.03;12880.00;23.10;290.00
113.00;12433.03;12880.00;23.10;290.00
114.00;12440.09;12880.00;23.13;291.00
115.00;12433.03;12880.00;23.10;289.00
116.00;12440.09;12880.00;23.13;291.00
117.00;12433.03;12880.00;23.10;289.00
118.00;12440.09;12880.00;23.13;290.00
119.00;12440.09;12880.00;23.13;291.00
120.00;12433.03;12880.00;23.10;291.00
121.00;12433.03;12880.00;23.10;291.00
122.00;12440.09;12880.00;23.13;290.00
123.00;12433.03;12880.00;23.10;291.00
124.00;12440.09;12880.00;23.13;289.00
125.00;12440.09;12880.00;23.13;292.00
126.00;12433.03;12880.00;23.10;288.00
127.00;12440.09;12880.00;23.13;290.00
128.00;12433.03;12880.00;23.10;290.00
129.00;12440.09;12880.00;23.13;291.00
130.00;12433.03;12880.00;23.10;290.00
131.00;12440.09;12880.00;23.13;290.00
132.00;12440.09;12880.00;23.13;289.00
133.00;12440.09;12880.00;23.13;290.00
134.00;12440.09;12880.00;23.13;291.00
135.00;12440.09;12880.00;23.13;290.00
136.00;12440.09;12880.00;23.13;291.00
137.00;12440.09;12880.00;23.13;290.00
138.00;12440.09;12880.00;23.13;290.00
139.00;12440.09;12880.00;23.13;290.00
140.00;12440.09;12880.00;23.13;290.00
141.00;12440.09;12880.00;23.13;292.00
142.00;12433.03;12880.00;23.10;290.00
143.00;12433.03;12880.00;23.10;291.00
144.00;12440.09;12880.00;23.13;289.00
145.00;12440.09;12880.00;23.13;291.00
146.00;12440.09;12880.00;23.13;288.00
147.00;12440.09;12880.00;23.13;290.00
148.00;12440.09;12880.00;23.13;291.00
149.00;12433.03;12880.00;23.10;291.00
150.00;12440.09;12880.00;23.13;290.00
151.00;12440.09;12880.00;23.13;289.00
152.00;12440.09;12880.00;23.13;291.00
153.00;12433.03;12880.00;23.10;289.00
154.00;12433.03;12880.00;23.10;290.00
155.00;12433.03;12880.00;23.10;290.00
156.00;12440.09;12880.00;23.13;291.00
157.00;12440.09;12880.00;23.13;292.00
158.00;12440.09;12880.00;23.13;291.00
159.00;12433.03;12880.00;23.10;291.00
160.00;12433.03;12880.00;23.10;290.00
161.00;12440.09;12880.00;23.13;290.00
162.00;12440.09;12880.00;23.13;289.00
163.00;12433.03;12880.00;23.10;291.00
164.00;12433.03;12880.00;23.10;290.00
165.00;12433.03;12880.00;23.10;290.00
166.00;12433.03;12880.00;23.10;290.00
167.00;12440.09;12880.00;23.13;292.00
168.00;12440.09;12880.00;23.13;290.00
169.00;12433.03;12880.00;23.10;289.00
170.00;12433.03;12880.00;23.10;290.00
171.00;12440.09;12880.00;23.13;291.00
172.00;12440.09;12880.00;23.13;292.00
173.00;12433.03;12880.00;23.10;289.00
174.00;12433.03;12880.00;23.10;291.00
175.00;12440.09;12880.00;23.13;289.00
176.00;12440.09;12880.00;23.13;290.00
177.00;12440.09;12880.00;23.13;289.00
178.00;12440.09;12880.00;23.13;291.00
179.00;12440.09;12880.00;23.13;290.00
180.00;12440.09;12880.00;23.13;290.00
181.00;12433.03;12880.00;23.10;291.00
182.00;12440.09;12880.00;23.13;289.00
183.00;12433.03;12880.00;23.10;290.00
184.00;12440.09;12880.00;23.13;289.00
185.00;12440.09;12880.00;23.13;291.00
186.00;12440.09;12880.00;23.13;290.00
187.00;12440.09;12880.00;23.13;290.00
188.00;12440.09;12880.00;23.13;291.00
189.00;12433.03;12880.00;23.10;288.00
190.00;12440.09;12880.00;23.13;291.00
191.00;12433.03;12880.00;23.10;289.00
192.00;12433.03;12880.00;23.10;291.00
193.00;12433.03;12880.00;23.10;290.00
194.00;12440.09;12880.00;23.13;290.00
195.00;12433.03;12880.00;23.10;291.00
196.00;12433.03;12880.00;23.10;291.00
197.00;12440.09;12880.00;23.13;290.00
198.00;12433.03;12880.00;23.10;290.00
199.00;12440.09;12880.00;23.13;292.00
200.00;12440.09;12880.00;23.13;289.00
