# Étalon n°;Température de l'échantillon (°C);Tension mesurée par  conductimètre (V);Tension à 25°C (V); Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm)
1.00;22.54;0.82;12302.12
2.00;21.80;0.50;4672.47
3.00;22.20;0.17;1329.48
