# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
72.00;96036.57;100000.00;22.83;245.00
73.00;96091.37;100000.00;22.86;245.00
74.00;96091.37;100000.00;22.86;246.00
75.00;96091.37;100000.00;22.86;246.00
76.00;96091.37;100000.00;22.86;244.00
77.00;96091.37;100000.00;22.86;245.00
78.00;96091.37;100000.00;22.86;245.00
79.00;96091.37;100000.00;22.86;245.00
80.00;96091.37;100000.00;22.86;245.00
81.00;96091.37;100000.00;22.86;246.00
82.00;96091.37;100000.00;22.86;245.00
83.00;96091.37;100000.00;22.86;244.00
84.00;96091.37;100000.00;22.86;246.00
85.00;96091.37;100000.00;22.86;245.00
86.00;96146.16;100000.00;22.89;245.00
87.00;96091.37;100000.00;22.86;245.00
88.00;96091.37;100000.00;22.86;246.00
89.00;96036.57;100000.00;22.83;245.00
90.00;96091.37;100000.00;22.86;245.00
91.00;96091.37;100000.00;22.86;245.00
92.00;96091.37;100000.00;22.86;244.00
93.00;96036.57;100000.00;22.83;245.00
94.00;96091.37;100000.00;22.86;244.00
95.00;96091.37;100000.00;22.86;245.00
96.00;96091.37;100000.00;22.86;246.00
97.00;96091.37;100000.00;22.86;245.00
98.00;96091.37;100000.00;22.86;244.00
99.00;96091.37;100000.00;22.86;244.00
100.00;96091.37;100000.00;22.86;244.00
101.00;96091.37;100000.00;22.86;246.00
102.00;96036.57;100000.00;22.83;245.00
103.00;96091.37;100000.00;22.86;244.00
104.00;96091.37;100000.00;22.86;244.00
105.00;96091.37;100000.00;22.86;245.00
106.00;96091.37;100000.00;22.86;245.00
107.00;96091.37;100000.00;22.86;245.00
108.00;96036.57;100000.00;22.83;245.00
109.00;96091.37;100000.00;22.86;245.00
110.00;96146.16;100000.00;22.89;246.00
111.00;96091.37;100000.00;22.86;246.00
112.00;96091.37;100000.00;22.86;244.00
113.00;96091.37;100000.00;22.86;245.00
114.00;96146.16;100000.00;22.89;245.00
115.00;96091.37;100000.00;22.86;247.00
116.00;96091.37;100000.00;22.86;245.00
117.00;96091.37;100000.00;22.86;244.00
118.00;96091.37;100000.00;22.86;245.00
119.00;96091.37;100000.00;22.86;244.00
120.00;96091.37;100000.00;22.86;245.00
121.00;96091.37;100000.00;22.86;246.00
122.00;96091.37;100000.00;22.86;245.00
123.00;96036.57;100000.00;22.83;245.00
124.00;96091.37;100000.00;22.86;246.00
125.00;96146.16;100000.00;22.89;244.00
126.00;96091.37;100000.00;22.86;246.00
127.00;96091.37;100000.00;22.86;245.00
128.00;96091.37;100000.00;22.86;245.00
129.00;96036.57;100000.00;22.83;244.00
130.00;96091.37;100000.00;22.86;245.00
131.00;96091.37;100000.00;22.86;244.00
132.00;96091.37;100000.00;22.86;245.00
133.00;96091.37;100000.00;22.86;244.00
134.00;96091.37;100000.00;22.86;245.00
135.00;96091.37;100000.00;22.86;245.00
136.00;96091.37;100000.00;22.86;246.00
137.00;96091.37;100000.00;22.86;244.00
138.00;96091.37;100000.00;22.86;244.00
139.00;96091.37;100000.00;22.86;244.00
140.00;96091.37;100000.00;22.86;245.00
141.00;96091.37;100000.00;22.86;247.00
142.00;96091.37;100000.00;22.86;246.00
143.00;96036.57;100000.00;22.83;244.00
144.00;96091.37;100000.00;22.86;246.00
145.00;96091.37;100000.00;22.86;245.00
146.00;96091.37;100000.00;22.86;246.00
147.00;96091.37;100000.00;22.86;244.00
148.00;96091.37;100000.00;22.86;245.00
149.00;96091.37;100000.00;22.86;245.00
150.00;96036.57;100000.00;22.83;244.00
151.00;96091.37;100000.00;22.86;245.00
152.00;96146.16;100000.00;22.89;245.00
153.00;96091.37;100000.00;22.86;245.00
154.00;96091.37;100000.00;22.86;244.00
155.00;96091.37;100000.00;22.86;245.00
156.00;96091.37;100000.00;22.86;244.00
157.00;96036.57;100000.00;22.83;245.00
158.00;96146.16;100000.00;22.89;245.00
159.00;96091.37;100000.00;22.86;247.00
160.00;96091.37;100000.00;22.86;244.00
161.00;96146.16;100000.00;22.89;246.00
162.00;96036.57;100000.00;22.83;246.00
163.00;96091.37;100000.00;22.86;245.00
164.00;96091.37;100000.00;22.86;245.00
165.00;96091.37;100000.00;22.86;245.00
166.00;96036.57;100000.00;22.83;245.00
167.00;96091.37;100000.00;22.86;245.00
168.00;96091.37;100000.00;22.86;245.00
169.00;96036.57;100000.00;22.83;246.00
170.00;96091.37;100000.00;22.86;244.00
171.00;96091.37;100000.00;22.86;245.00
172.00;96091.37;100000.00;22.86;246.00
173.00;96146.16;100000.00;22.89;245.00
174.00;96091.37;100000.00;22.86;245.00
175.00;96091.37;100000.00;22.86;245.00
176.00;96036.57;100000.00;22.83;244.00
177.00;96091.37;100000.00;22.86;245.00
178.00;96091.37;100000.00;22.86;245.00
179.00;96091.37;100000.00;22.86;245.00
180.00;96091.37;100000.00;22.86;245.00
181.00;96091.37;100000.00;22.86;245.00
182.00;96091.37;100000.00;22.86;245.00
183.00;96091.37;100000.00;22.86;245.00
184.00;96091.37;100000.00;22.86;245.00
185.00;96036.57;100000.00;22.83;245.00
186.00;96091.37;100000.00;22.86;245.00
187.00;96091.37;100000.00;22.86;245.00
188.00;96036.57;100000.00;22.83;245.00
189.00;96146.16;100000.00;22.89;244.00
190.00;96036.57;100000.00;22.83;244.00
191.00;96091.37;100000.00;22.86;244.00
192.00;96091.37;100000.00;22.86;244.00
193.00;96091.37;100000.00;22.86;244.00
194.00;96036.57;100000.00;22.83;244.00
195.00;96091.37;100000.00;22.86;244.00
196.00;96091.37;100000.00;22.86;246.00
197.00;96036.57;100000.00;22.83;245.00
198.00;96091.37;100000.00;22.86;246.00
199.00;96091.37;100000.00;22.86;245.00
200.00;96146.16;100000.00;22.89;245.00
